OBJECTID_1,OBJECTID,Date,Confidence,LS_ID,Notes,DDLon,DDLat,ORIG_OID,FoundGE,NotFoundGE,FoundLS,NotFoundLS,QC_GE,QC_LS,,
1636,50844,2006/11/27,8,2521,"process points, wat-vc-0001, Field verified by NCGS,",081.75959000W,36.24368000N,50843,,WL,,,,,,
1637,50845,2006/11/27,8,2522,"process points, wat-vc-0004, Field verified by NCGS,",081.81798000W,36.23486000N,50844,,WL,,,,,,
1638,50846,2006/11/27,8,2532,"process points, wat-vc-0015, Field verified by NCGS,",081.83915000W,36.24489000N,50845,,WL,,,,,,
1639,50847,2006/11/27,8,2531,"process points, wat-vc-0013, Field verified by NCGS,",081.83763000W,36.24602000N,50846,,WL,,,,,,
1640,50848,2006/11/27,8,2526,"process points, wat-vc-0010, Field verified by NCGS,",081.83791000W,36.24646000N,50847,,WL,,,,,,
1641,50849,2006/11/27,8,2525,"process points, wat-vc-0009, Field verified by NCGS,",081.83828000W,36.24663000N,50848,,WL,,,,,,
1642,50850,2006/11/27,8,2524,"process points, wat-vc-0008, Field verified by NCGS,",081.83823000W,36.24715000N,50849,,WL,,,,,,
1643,50851,2006/11/27,8,2523,"process points, wat-vc-0007, Field verified by NCGS,",081.83817000W,36.24733000N,50850,,WL,,,,,,
1644,50852,2006/11/27,8,2530,"process points, wat-vc-0012, Field verified by NCGS,",081.83729000W,36.24819000N,50851,,WL,,,,,,
1645,50853,2006/11/27,8,2538,"process points, wat-vc-0011, Field verified by NCGS,",081.83775000W,36.24906000N,50852,,WL,,,,,,
1646,50854,2006/11/17,8,2537,"process points, wat-sw-1001, Field verified by NCGS,",081.82288000W,36.31670000N,50853,,WL,,,,,,
1648,50856,2005/01/10,8,2541,"process points, MRR-026, Field verified by NCGS,",082.31588000W,35.73294000N,50855,,WL,,,,,,
1649,50857,2007/04/24,8,2542,"process points, SAM-023, Field verified by NCGS,",082.99717000W,35.37020000N,50856,,WL,,,,,,
1650,50858,2006/11/27,8,2543,"process points, wat-sw-0028, Field verified by NCGS,",081.85917000W,36.26958000N,50857,,WL,,,,,,
1651,50859,2006/11/27,8,2544,"process points, wat-sw-0029, Field verified by NCGS,",081.85912000W,36.26984000N,50858,,WL,,,,,,
1652,50860,2006/11/28,8,2545,"process points, wat-sw-0041, Field verified by NCGS,",081.77697000W,36.28430000N,50859,,WL,,,,,,
1653,50861,2006/11/28,8,2546,"process points, wat-sw-0031, Field verified by NCGS,",081.75899000W,36.27928000N,50860,,WL,,,,,,
1654,50862,2006/11/28,8,2547,"process points, wat-sw-0032, Field verified by NCGS,",081.77080000W,36.27557000N,50861,,WL,,,,,,
1656,50864,2006/12/07,8,2578,"process points, Meadowview 1, Field verified by NCGS,",081.65871000W,36.19543000N,50863,,WL,,,,,,
1657,50865,2006/12/07,8,2579,"process points, Meadowview 2, Field verified by NCGS,",081.65795000W,36.19549000N,50864,,WL,,,,,,
1658,50866,2007/04/03,8,4439,"process points, bun-bm-0003, Field verified by NCGS,",082.25355800W,35.51724900N,50865,,WL,,,,,,
1659,50867,2007/04/03,8,4440,"process points, bun-mf-0001, Field verified by NCGS,",082.24847000W,35.50983000N,50866,,WL,,,,,,
1660,50868,2007/04/03,8,4441,"process points, bun-mf-0002, Field verified by NCGS,",082.24867000W,35.50884000N,50867,,WL,,,,,,
1661,50869,2007/03/22,8,4445,"process points, bun-bm-1001, Field verified by NCGS,",082.30755000W,35.61116000N,50868,,WL,,,,,,
1662,50870,2006/12/04,8,2596,"process points, wat-sw-1050, Field verified by NCGS,",081.81015000W,36.30964000N,50869,,WL,,,,,,
1663,50871,2007/03/30,8,4452,"process points, bun-bm-1005, Field verified by NCGS,",082.32920000W,35.54596000N,50870,,WL,,,,,,78
1664,50872,2008/02/14,8,5047,"process points, 200802141013, Field verified by NCGS,",082.69761200W,35.46503400N,50871,,WL,,,,,,
1665,50873,2008/02/14,8,5048,"process points,  , Field verified by NCGS,",082.69589000W,35.46218600N,50872,,WL,,,,,,
1666,50874,2011/02/21,8,5049,"process points, Bearwallow Dam Failure-Debris Flow, Field verified by Data Source 1, Fatalities:  4 members of Ledbetter family swept away. Mr. and Mrs. Bud Ledbetter,  son Leslie (15), Mrs. Savannah Ledbetter (77). JB and KG also spoke to Mrs. Adams who",082.77447800W,35.58491100N,50873,,WL,,,,,,
1667,50875,2008/02/15,8,5050,"process points, bun-dm-1005, Field verified by NCGS,",082.71441200W,35.45971900N,50874,,WL,,,,,,
1668,50876,2008/02/25,8,5056,"process points, 200802250011, Field verified by NCGS,",082.77641600W,35.58157300N,50875,,WL,,,,,,
1669,50877,2008/02/29,8,5059,"process points, bun-dm-1006, Field verified by NCGS,",082.74894200W,35.44760300N,50876,,WL,,,,,,
1670,50878,2008/02/29,8,5062,"process points, 200802290027, Field verified by NCGS,",082.75028200W,35.61532400N,50877,,WL,,,,,,
1671,50879,2008/02/29,8,5063,"process points, 200802290026, Field verified by NCGS,",082.75027100W,35.61567000N,50878,,WL,,,,,,
1672,50880,2008/02/29,8,5064,"process points, 200802290004, Field verified by NCGS,",082.74923500W,35.61616400N,50879,,WL,,,,,,
1674,50882,2006/12/14,8,2622,"process points, wat-zv-1004, Field verified by NCGS,",081.68133000W,36.26111000N,50881,,WL,,,,,,
1675,50883,2006/12/13,8,2650,"process points, wat-zv-0002, Field verified by NCGS,",081.74720000W,36.33635000N,50882,,WL,,,,,,
1676,50884,2006/12/13,8,2651,"process points, wat-zv-0007, Field verified by NCGS,",081.74634700W,36.33604700N,50883,,WL,,,,,,
1677,50885,2006/12/14,8,2652,"process points, wat-zv-0003, Field verified by NCGS,",081.68321000W,36.35203000N,50884,,WL,,,,,,
1678,50886,2006/12/18,8,2653,"process points, wat-zv-0004, Field verified by NCGS,",081.71011000W,36.35678000N,50885,,WL,,,,,,
1679,50887,2006/12/18,8,2654,"process points, wat-zv-0005, Field verified by NCGS,",081.71325700W,36.35262800N,50886,,WL,,,,,,
1680,50888,2006/12/13,8,2684,"process points, wat-zv-0001, Field verified by NCGS,",081.74351000W,36.33773000N,50887,,WL,,,,,,
1681,50889,2007/01/04,8,2686,"process points, wat-bn-1033, Field verified by NCGS,",081.74833000W,36.23402000N,50888,,WL,,,,,,
1682,50890,2007/01/04,8,2687,"process points, wat-bn-1034, Field verified by NCGS,",081.74900000W,36.23459000N,50889,,WL,,,,,,
1683,50891,2007/01/04,8,2688,"process points, wat-bn-1035, Field verified by NCGS,",081.74964000W,36.23514000N,50890,,WL,,,,,,
1684,50892,2007/01/04,8,2689,"process points, wat-vc-1001, Field verified by NCGS,",081.76158000W,36.23577000N,50891,,WL,,,,,,
1685,50893,2006/12/19,8,2711,"process points, ash-zv-0001, Field verified by NCGS,",081.67719000W,36.36898000N,50892,,WL,,,,,,
1686,50894,2006/12/19,8,2712,"process points, ash-zv-0002, Field verified by NCGS,",081.67685000W,36.36974000N,50893,,WL,,,,,,
1687,50895,2007/01/04,8,2718,"process points, wat-vc-1002, Field verified by NCGS,",081.77008000W,36.23758000N,50894,,WL,,,,,,
1690,50898,2007/01/03,8,2721,"process points, SKR-006, Field verified by NCGS,",082.62364900W,35.46843600N,50897,,WL,,,,,,
1691,50899,2009/06/10,8,6054,"process points,  , Field verified by NCGS,",083.02179500W,35.45972900N,50898,,WL,,,,,,
1695,50903,2007/01/18,8,2787,"process points, wat-vc-0021, Field verified by NCGS,",081.76147000W,36.20817000N,50902,,WL,,,,,,
1696,50904,2007/01/18,8,2788,"process points, wat-vc-0025, Field verified by NCGS,",081.76128000W,36.20831000N,50903,,WL,,,,,,
1697,50905,2007/01/18,8,2789,"process points, wat-vc-0022, Field verified by NCGS,",081.78340000W,36.20325000N,50904,,WL,,,,,,
1698,50906,2007/01/19,8,2802,"process points, wat-vc-1016, Field verified by NCGS,",081.86217000W,36.23922000N,50905,,WL,,,,,,
1699,50907,2007/01/19,8,2803,"process points, wat-vc-1017, Field verified by NCGS,",081.85762000W,36.22639000N,50906,,WL,,,,,,
1700,50908,2007/01/19,8,2804,"process points, wat-vc-1018, Field verified by NCGS,",081.85725000W,36.22650000N,50907,,WL,,,,,,
1701,50909,2007/01/18,8,2809,"process points, wat-vc-1011, Field verified by NCGS,",081.83888000W,36.20485000N,50908,,WL,,,,,,
1702,50910,2007/01/18,8,2810,"process points, wat-vc-1012, Field verified by NCGS,",081.83978000W,36.20416000N,50909,,WL,,,,,,
1703,50911,2007/01/18,8,2811,"process points, wat-vc-1013, Field verified by NCGS,",081.84008000W,36.20420000N,50910,,WL,,,,,,
1704,50912,2007/01/18,8,2812,"process points, wat-vc-1014, Field verified by NCGS,",081.84006000W,36.20354000N,50911,,WL,,,,,,
1705,50913,2007/01/23,8,2813,"process points, wat-vc-0026, Field verified by NCGS,",081.77051000W,36.16920000N,50912,,WL,,,,,,
1706,50914,2007/01/24,8,2814,"process points, wat-vc-0029, Field verified by NCGS,",081.81374000W,36.24489500N,50913,,WL,,,,,,
1707,50915,2007/01/24,8,2815,"process points, wat-vc-0030, Field verified by NCGS,",081.81383000W,36.24485600N,50914,,WL,,,,,,
1708,50916,2007/01/24,8,2816,"process points, wat-vc-0031, Field verified by NCGS,",081.81340100W,36.24480900N,50915,,WL,,,,,,
1709,50917,2007/01/24,8,2817,"process points, wat-vc-0032, Field verified by NCGS,",081.81328600W,36.24503100N,50916,,WL,,,,,,
1710,50918,2006/05/01,8,2818,"process points, Treetop Lane, Field verified by NCGS,",082.50964000W,35.48750000N,50917,,WL,,,,,,
1711,50919,2007/01/24,8,2819,"process points, wat-vc-0033, Field verified by NCGS,",081.81336000W,36.24425000N,50918,,WL,,,,,,
1712,50920,2007/01/24,8,2820,"process points, wat-vc-0034, Field verified by NCGS,",081.81350000W,36.24402000N,50919,,WL,,,,,,
1713,50921,2007/01/24,8,2821,"process points, wat-vc-0035, Field verified by NCGS,",081.81332000W,36.24393000N,50920,,WL,,,,,,
1716,50924,2008/09/25,8,5505,"process points, 200809250012, Field verified by NCGS,",082.51686000W,35.70037900N,50923,,WL,,,,,,
1717,50925,2008/09/25,8,5506,"process points, 2008092510003, Field verified by NCGS,",082.50337400W,35.69457800N,50924,,WL,,,,,,
1718,50926,2008/08/29,8,5495,"process points, 200808291001, Field verified by NCGS,",082.77669312W,35.53940808N,50925,,WL,,,,,,
1719,50927,2007/05/17,8,4581,"process points, wat-dg-0061, Field verified by NCGS,",081.51350889W,36.18762633N,50926,,WL,,,,,,
1720,50928,2009/03/12,8,5312,"process points, Moody Debris Flow 200903120001, Field verified by NCGS,",083.16024799W,35.51664959N,50927,,WL,,,,,,
1721,50929,2009/03/12,8,5313,"process points, 200903120002, Field verified by NCGS,",083.15995987W,35.51663537N,50928,,WL,,,,,,
1722,50930,2009/03/12,8,5318,"process points, 200903120003, Field verified by NCGS,",083.16002565W,35.51639848N,50929,,WL,,,,,,
1723,50931,2009/03/23,8,5319,"process points, Ledford Branch, Field verified by NCGS,",082.63354100W,35.50004100N,50930,,WL,,,,,,
1724,50932,2007/02/15,8,5320,"process points, Sugar Valley Springs 1, Field verified by NCGS,",083.03821200W,35.57813500N,50931,,WL,,,,,,
1725,50933,2006/12/13,8,2885,"process points, wat-em-1001, Field verified by NCGS,",081.87719000W,36.27984000N,50932,,WL,,,,,,
1735,50943,2007/02/15,8,2927,"process points, mac-rs-0042, Field verified by NCGS,",083.53518000W,35.12144000N,50942,,WL,,,,,,
1749,50957,2008/01/30,8,4968,"process points, bun-ek-0001, Field verified by NCGS,",082.63965700W,35.52518600N,50956,,WL,,,,,,
1751,50959,2007/01/24,8,2942,"process points, Wat_Bn_1_24_07_5, Field verified by NCGS,",081.73055000W,36.20479000N,50958,,WL,,,,,,
1752,50960,2007/03/07,8,2943,"process points, Shoemaker Slide 1, Field verified by NCGS, Source: Watauga Democrat 1940_08_22.  Fatalities:  2 children of Bynum Shoemake of Balm",081.83790000W,36.18042000N,50959,,WL,,,,,,
1753,50961,2007/03/07,8,2944,"process points, Shoemaker Slide 2, Field verified by NCGS, See Shoemaker Slide 1",081.83790000W,36.18023000N,50960,,WL,,,,,,
1754,50962,2007/03/07,8,2945,"process points, Gualtney Rd. Slide 1, Field verified by NCGS,",081.83431000W,36.18251000N,50961,,WL,,,,,,
1755,50963,2007/02/15,8,5321,"process points, Sugar Valley Springs 2, Field verified by NCGS,",083.03761500W,35.57761400N,50962,,WL,,,,,,
1756,50964,2009/04/23,8,5324,"process points, 200904230004, Field verified by NCGS,",082.65993900W,35.46867500N,50963,,WL,,,,,,
1759,50967,2007/08/21,8,4586,"process points,  , Field verified by NCGS,",081.58726700W,36.17817600N,50966,,WL,,,,,,
1760,50968,2007/08/22,8,4587,"process points,  , Field verified by NCGS,",081.65478000W,36.19232200N,50967,,WL,,,,,,
1761,50969,2007/08/22,8,4588,"process points,  , Field verified by NCGS,",081.64792600W,36.19258100N,50968,,WL,,,,,,
1762,50970,2007/08/23,8,4589,"process points,  , Field verified by NCGS,",081.69275400W,36.20415000N,50969,,WL,,,,,,
1766,50974,2009/01/12,8,4517,"process points, Rising Sun Rd. Debris Flow, Field verified by NCGS,",083.06321600W,35.49318400N,50973,,WL,,,,,,
1767,50975,2008/12/18,8,4518,"process points, 200812161001, Field verified by NCGS,",082.39318800W,35.79242400N,50974,,WL,,,,,,
1768,50976,2008/08/20,8,4519,"process points, 200808200004, Field verified by NCGS,",082.74968700W,35.61604100N,50975,,WL,,,,,,
1784,50992,2008/01/30,8,4974,"process points, bun-ek-1001, Field verified by NCGS,",082.66670700W,35.54927000N,50991,,WL,,,,,,
1794,51002,2007/12/11,8,3108,"process points,  , Field verified by NCGS,",081.49050400W,36.22879600N,51001,,WL,,,,,,
1795,51003,2007/03/20,8,3155,"process points, 108 Tsiska Court/Indian Hills Drive, Field verified by NCGS,",082.73190199W,35.15840720N,51002,,WL,,,,,,
1796,51004,2007/03/22,8,3156,"process points, White Property, Field verified by NCGS,",082.33733509W,36.06885352N,51003,,WL,,,,,,
1800,51008,2008/02/29,8,5065,"process points, 200802290016, Field verified by NCGS,",082.74919400W,35.61639500N,51007,,WL,,,,,,
1801,51009,2008/02/29,8,5066,"process points, 200802290017, Field verified by NCGS,",082.74919600W,35.61773400N,51008,,WL,,,,,,
1802,51010,2008/02/29,8,5067,"process points, 200802290018, Field verified by NCGS,",082.74925000W,35.61831700N,51009,,WL,,,,,,
1803,51011,2007/12/11,8,3107,"process points,  , Field verified by NCGS,",081.49066700W,36.22831400N,51010,,WL,,,,,,
1808,51016,2008/03/03,8,5073,"process points, 200803030001, Field verified by NCGS,",082.72746900W,35.60799100N,51015,,WL,,,,,,
1809,51017,2008/02/05,8,4975,"process points, 200802050006, Field verified by NCGS,",082.78067900W,35.49197400N,51016,,WL,,,,,,
1810,51018,2008/02/07,8,4976,"process points, 441 Rockslide 2008, Field verified by NCGS, Falling rock after initial failure struck woman causing injuries.",083.35071132W,35.58112588N,51017,,WL,,,,,,
1860,51068,2007/05/08,8,3004,"process points,  , Field verified by NCGS,",081.68230000W,36.18013000N,51067,,WL,,,,,,
1861,51069,2007/05/08,8,3005,"process points,  , Field verified by NCGS,",081.68162000W,36.18066000N,51068,,WL,,,,,,
1868,51076,2008/05/02,8,5279,"process points, 200805020079, Field verified by NCGS,",082.44511000W,35.54951300N,51075,,WL,,,,,,
1870,51078,2008/05/12,8,5277,"process points, 200805120091, Field verified by NCGS,",082.40987100W,35.55116600N,51077,,WL,,,,,,
1871,51079,2008/05/16,8,5286,"process points, 200805160007, Field verified by NCGS,",082.40443600W,35.56372600N,51078,,WL,,,,,,
1876,51084,2008/06/10,8,5309,"process points,  , Field verified by NCGS,",082.38329600W,35.64790500N,51083,,WL,,,,,,
1877,51085,2008/06/25,8,5316,"process points, 200806250011, Field verified by NCGS,",082.46578500W,35.76244000N,51084,,WL,,,,,,
1878,51086,2008/03/03,8,5075,"process points, 200803030004, Field verified by NCGS,",082.72511200W,35.60938900N,51085,,WL,,,,,,
1879,51087,2008/03/03,8,5077,"process points, 200803030019, Field verified by NCGS,",082.73038800W,35.61764900N,51086,,WL,,,,,,
1880,51088,2008/03/03,8,5080,"process points, 200803030024, Field verified by NCGS,",082.71443400W,35.61565500N,51087,,WL,,,,,,
1881,51089,2008/03/06,8,5085,"process points, 200803060030, Field verified by NCGS,",082.77870995W,35.61691638N,51088,,WL,,,,,,
1906,51114,2007/05/16,8,3040,"process points,  , Field verified by NCGS,",081.72832000W,36.24383000N,51113,,WL,,,,,,
1907,51115,2007/05/16,8,3041,"process points,  , Field verified by NCGS,",081.72825000W,36.24340000N,51114,,WL,,,,,,
1972,51180,2008/06/25,8,5317,"process points, 200806250012, Field verified by NCGS,",082.46601700W,35.76205700N,51179,,WL,,,,,,
1973,51181,2008/05/28,8,5341,"process points, 200805280004, Field verified by NCGS,",082.48774400W,35.66595200N,51180,,WL,,,,,,
1974,51182,2008/05/28,8,5342,"process points, 200805280020, Field verified by NCGS,",082.48638600W,35.66844300N,51181,,WL,,,,,,
2047,51255,2008/07/02,8,5356,"process points, 200807021017, Field verified by NCGS,",082.43087400W,35.79357500N,51254,,WL,,,,,,
2048,51256,2008/07/15,8,5369,"process points, 200807150027, Field verified by NCGS,",082.45434580W,35.78909350N,51255,,WL,,,,,,
2049,51257,2008/07/16,8,5370,"process points, 200807160024, Field verified by NCGS,",082.36566800W,35.79909300N,51256,,WL,,,,,,
2050,51258,2008/07/16,8,5371,"process points, 200807160025, Field verified by NCGS,",082.36497400W,35.79898500N,51257,,WL,,,,,,
2051,51259,2008/07/16,8,5372,"process points, 200807160027, Field verified by NCGS,",082.36436600W,35.79906400N,51258,,WL,,,,,,
2052,51260,2008/06/30,8,5362,"process points,  , Field verified by NCGS,",082.42113700W,35.80945800N,51259,,WL,,,,,,
2054,51262,2008/07/16,8,5373,"process points, 200807160028, Field verified by NCGS,",082.36400300W,35.79952800N,51261,,WL,,,,,,
2055,51263,2008/07/16,8,5374,"process points, 200807160029, Field verified by NCGS,",082.36292500W,35.79962000N,51262,,WL,,,,,,
2056,51264,2008/07/16,8,5375,"process points, 200807160036, Field verified by NCGS,",082.35967900W,35.80091100N,51263,,WL,,,,,,
2057,51265,2008/07/16,8,5376,"process points, 200807160037, Field verified by NCGS,",082.35996400W,35.79936400N,51264,,WL,,,,,,
2058,51266,2008/07/17,8,5377,"process points, 200807170008, Field verified by NCGS,",082.35725400W,35.80129600N,51265,,WL,,,,,,
2059,51267,2008/07/17,8,5378,"process points, 200807170011, Field verified by NCGS,",082.35553800W,35.80168000N,51266,,WL,,,,,,
2060,51268,2008/07/28,8,5381,"process points, 200807280002, Field verified by NCGS,",081.19118300W,36.40234900N,51267,,WL,,,,,,
2061,51269,2008/07/28,8,5382,"process points, 200807280008, Field verified by NCGS,",081.19133800W,36.40260200N,51268,,WL,,,,,,
2062,51270,2008/07/28,8,5383,"process points, 200807280003, Field verified by NCGS,",081.19159800W,36.40286200N,51269,,WL,,,,,,
2063,51271,2008/07/22,8,5384,"process points, 200807221003, Field verified by NCGS,",082.65426800W,35.48631400N,51270,,WL,,,,,,
2064,51272,2008/07/23,8,5385,"process points, 200807231001, Field verified by NCGS,",082.65203100W,35.45575100N,51271,,WL,,,,,,
2189,51397,2008/07/23,8,5389,"process points, 200807231003, Field verified by NCGS,",082.65167500W,35.45617200N,51396,,WL,,,,,,
2190,51398,2008/07/23,8,5390,"process points, 200807231004, Field verified by NCGS,",082.65058500W,35.45613300N,51397,,WL,,,,,,
2191,51399,2008/03/12,8,5397,"process points, GSR-001, Field verified by NCGS,",081.44153900W,36.26104900N,51398,,WL,,,,,,
2192,51400,2008/08/20,8,5403,"process points, 200808200005, Field verified by NCGS,",082.74953200W,35.61610400N,51399,,WL,,,,,,
2566,51774,2008/02/05,8,4982,"process points, bun-dm-1001, Field verified by NCGS,",082.70744800W,35.48411700N,51773,,WL,,,,,,
3069,52277,2008/09/10,8,5430,"process points, 200809104010, Field verified by NCGS,",081.17565300W,36.42805400N,52276,,WL,,,,,,
